BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
RNODE_374_length_1862_cov_9.75489	18151	1815.1	10.0	RNODE_374_length_1862_cov_9.75489	18151	10.0	1.0	1.0	18151	10.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_522_length_1263_cov_12.38809	7490	374.5	20.0	RNODE_522_length_1263_cov_12.38809	7490	20.0	1.0	1.0	7490	20.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_451_length_4052_cov_6.62773	39005	3900.5	10.0	RNODE_451_length_4052_cov_6.62773	39005	10.0	1.0	1.0	39005	10.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_73_length_2194_cov_7.49125	20469	1462.0714285714287	14.0	RNODE_73_length_2194_cov_7.49125	20469	14.0	1.0	1.0	20469	14.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_559_length_3361_cov_13.97064	31473	1498.7142857142858	21.0	RNODE_559_length_3361_cov_13.97064	31473	21.0	1.0	1.0	31473	21.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_428_length_4686_cov_43.92415	45077	2817.3125	16.0	RNODE_428_length_4686_cov_43.92415	45077	16.0	1.0	1.0	45077	16.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_98_length_2627_cov_21.08829	25635	2563.5	10.0	RNODE_98_length_2627_cov_21.08829	25635	10.0	1.0	1.0	25635	10.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_171_length_3474_cov_9.39716	33753	3375.3	10.0	RNODE_171_length_3474_cov_9.39716	33753	10.0	1.0	1.0	33753	10.0	1.0	1.0	NA	Gold standard	sample_6
Otu60.0	5197817	1732605.6666666667	3.0	Otu60.0	5197817	3.0	1.0	1.0	5197817	3.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_531_length_9868_cov_8.44904	98074	9807.4	10.0	RNODE_531_length_9868_cov_8.44904	98074	10.0	1.0	1.0	98074	10.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_224_length_2083_cov_4.45463	19787	1978.7	10.0	RNODE_224_length_2083_cov_4.45463	19787	10.0	1.0	1.0	19787	10.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_539_length_1827_cov_6.73752	17199	1719.9	10.0	RNODE_539_length_1827_cov_6.73752	17199	10.0	1.0	1.0	17199	10.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_228_length_3093_cov_6.42006	30650	3065.0	10.0	RNODE_228_length_3093_cov_6.42006	30650	10.0	1.0	1.0	30650	10.0	1.0	1.0	NA	Gold standard	sample_6
Otu2.0	4145209	2072604.5	2.0	Otu2.0	4145209	2.0	1.0	1.0	4145209	2.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_137_length_1431_cov_4.57559	13267	1326.7	10.0	RNODE_137_length_1431_cov_4.57559	13267	10.0	1.0	1.0	13267	10.0	1.0	1.0	NA	Gold standard	sample_6
Otu186.0	4927907	2463953.5	2.0	Otu186.0	4927907	2.0	1.0	1.0	4927907	2.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_394_length_3642_cov_5.12873	35806	3580.6	10.0	RNODE_394_length_3642_cov_5.12873	35806	10.0	1.0	1.0	35806	10.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_562_length_2033_cov_5.34232	19720	1972.0	10.0	RNODE_562_length_2033_cov_5.34232	19720	10.0	1.0	1.0	19720	10.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_435_length_5602_cov_25.16136	53501	5350.1	10.0	RNODE_435_length_5602_cov_25.16136	53501	10.0	1.0	1.0	53501	10.0	1.0	1.0	NA	Gold standard	sample_6
RNODE_420_length_1334_cov_5.52134	12490	1249.0	10.0	RNODE_420_length_1334_cov_5.52134	12490	10.0	1.0	1.0	12490	10.0	1.0	1.0	NA	Gold standard	sample_6
Otu3.1	3176259	3176259.0	1.0	Otu3.1	3176259	1.0	1.0	1.0	3176259	1.0	1.0	1.0	NA	Gold standard	sample_6
Otu4.0	1926629	1926629.0	1.0	Otu4.0	1926629	1.0	1.0	1.0	1926629	1.0	1.0	1.0	NA	Gold standard	sample_6
Otu9	2562264	2562264.0	1.0	Otu9	2562264	1.0	1.0	1.0	2562264	1.0	1.0	1.0	NA	Gold standard	sample_6
Otu12.0	3659588	1219862.6666666667	3.0	Otu12.0	3659588	3.0	1.0	1.0	3659588	3.0	1.0	1.0	NA	Gold standard	sample_6
Otu26.0	3899908	1949954.0	2.0	Otu26.0	3899908	2.0	1.0	1.0	3899908	2.0	1.0	1.0	NA	Gold standard	sample_6
Otu30.0	2363193	2363193.0	1.0	Otu30.0	2363193	1.0	1.0	1.0	2363193	1.0	1.0	1.0	NA	Gold standard	sample_6
Otu11	1667154	1667154.0	1.0	Otu11	1667154	1.0	1.0	1.0	1667154	1.0	1.0	1.0	NA	Gold standard	sample_6
1	3176259	3176259.0	1.0	Otu3.1	3176259	1.0	1.0	1.0	3176259	1.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
10	1926629	1926629.0	1.0	Otu4.0	1926629	1.0	1.0	1.0	1926629	1.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
11	80239941	4612.816384018396	17395.0	Otu23	5491521	245.0	0.06843874673337559	0.014084507042253521	5721370	290.0	0.9598262304308234	0.8448275862068966	NA	MetaBat2_GTDB	sample_6
12	1203130	3022.9396984924624	398.0	Otu303.0	1182788	389.0	0.9830924339015734	0.9773869346733668	1896986	1216.0	0.6235090823021361	0.3199013157894737	NA	MetaBat2_GTDB	sample_6
13	350655	5655.725806451613	62.0	RNODE_521_length_36130_cov_13.94678	345345	60.0	0.984856910638662	0.967741935483871	356364	73.0	0.9690793682863589	0.821917808219178	NA	MetaBat2_GTDB	sample_6
14	3688435	6106.680463576159	604.0	Otu199.0	3580455	557.0	0.9707247111579843	0.9221854304635762	3956652	803.0	0.9049203720721458	0.6936488169364882	NA	MetaBat2_GTDB	sample_6
15	2434944	47744.0	51.0	Otu6	2421685	44.0	0.994554700231299	0.8627450980392157	2465663	47.0	0.9821638236855563	0.9361702127659575	NA	MetaBat2_GTDB	sample_6
16	358516	2084.3953488372094	172.0	Otu189	339446	161.0	0.9468085106382979	0.936046511627907	4185557	6267.0	0.08109936144699499	0.02569012286580501	NA	MetaBat2_GTDB	sample_6
17	5253846	2510.198757763975	2093.0	Otu331.0	1934490	711.0	0.36820454958139237	0.33970377448638317	3709541	3018.0	0.5214903946337296	0.2355864811133201	NA	MetaBat2_GTDB	sample_6
18	3673070	23545.32051282051	156.0	Otu39.0	3618215	142.0	0.985065626301704	0.9102564102564102	3637808	151.0	0.9946140642936625	0.9403973509933775	NA	MetaBat2_GTDB	sample_6
19	2764421	6212.18202247191	445.0	Otu123.0	2753108	440.0	0.995907642142785	0.9887640449438202	3117537	665.0	0.8831035525801297	0.6616541353383458	NA	MetaBat2_GTDB	sample_6
2	278876	278876.0	1.0	Otu20	278876	1.0	1.0	1.0	5251034	2.0	0.053108778194923136	0.5	NA	MetaBat2_GTDB	sample_6
20	738091	3237.2412280701756	228.0	Otu806.0	73177	18.0	0.09914360153422816	0.07894736842105263	4788863	2426.0	0.015280662654162376	0.00741962077493817	NA	MetaBat2_GTDB	sample_6
21	3966662	3774.1788772597524	1051.0	Otu214.0	3911762	1028.0	0.9861596475827786	0.978116079923882	4989763	2094.0	0.7839574745333596	0.4909264565425024	NA	MetaBat2_GTDB	sample_6
22	5197817	1732605.6666666667	3.0	Otu60.0	5197817	3.0	1.0	1.0	5197817	3.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
23	2690317	4491.347245409015	599.0	Otu133.0	2547258	559.0	0.9468244820220071	0.9332220367278798	3323708	1097.0	0.7663904290027884	0.5095715587967183	NA	MetaBat2_GTDB	sample_6
24	4057835	30741.174242424244	132.0	Otu304.0	4005315	123.0	0.9870571376115589	0.9318181818181818	4019152	133.0	0.9965572339637814	0.924812030075188	NA	MetaBat2_GTDB	sample_6
25	1725833	39223.47727272727	44.0	Otu46	1725833	44.0	1.0	1.0	1740700	68.0	0.9914591830872638	0.6470588235294118	NA	MetaBat2_GTDB	sample_6
26	5568354	62565.77528089887	89.0	Otu10	5439299	84.0	0.9768234921845845	0.9438202247191011	5707147	123.0	0.9530679689869562	0.6829268292682927	NA	MetaBat2_GTDB	sample_6
27	6700263	80726.06024096385	83.0	Otu105.0	3799916	64.0	0.5671293798467314	0.7710843373493976	3912102	69.0	0.9713233448412132	0.927536231884058	NA	MetaBat2_GTDB	sample_6
28	3766902	3744.4353876739565	1006.0	Otu35.0	3680471	969.0	0.9770551503596324	0.963220675944334	4910011	2080.0	0.7495850823959458	0.4658653846153846	NA	MetaBat2_GTDB	sample_6
29	1757062	3366.0191570881225	522.0	Otu71	1757062	522.0	1.0	1.0	2689726	1440.0	0.6532494387904195	0.3625	NA	MetaBat2_GTDB	sample_6
3	4205610	18691.6	225.0	Otu382.0	4150341	219.0	0.9868582678850393	0.9733333333333334	4443447	271.0	0.9340363461069751	0.8081180811808119	NA	MetaBat2_GTDB	sample_6
30	3737400	19986.096256684494	187.0	Otu70.0	3604814	172.0	0.9645245357735324	0.9197860962566845	3700110	199.0	0.9742450900108375	0.864321608040201	NA	MetaBat2_GTDB	sample_6
31	1604056	3679.02752293578	436.0	Otu196	1589505	430.0	0.9909286209459022	0.9862385321100917	2255173	977.0	0.7048261929350874	0.44012282497441146	NA	MetaBat2_GTDB	sample_6
32	28665871	4697.782858079318	6102.0	Otu128	4612469	445.0	0.16090454743203164	0.07292690921009505	5124110	621.0	0.900150269998107	0.71658615136876	NA	MetaBat2_GTDB	sample_6
33	3358482	44779.76	75.0	Otu53.0	3351258	71.0	0.9978490282216788	0.9466666666666667	3421816	84.0	0.9793799549712784	0.8452380952380952	NA	MetaBat2_GTDB	sample_6
34	10119649	2529912.25	4.0	Otu255	5145859	2.0	0.5085017276784995	0.5	5358683	5.0	0.9602842713405514	0.4	NA	MetaBat2_GTDB	sample_6
35	7212822	240427.4	30.0	Otu163	7212822	30.0	1.0	1.0	7220515	35.0	0.9989345635318256	0.8571428571428571	NA	MetaBat2_GTDB	sample_6
36	3326223	95034.94285714286	35.0	Otu22	3326223	35.0	1.0	1.0	3598395	85.0	0.9243629451463777	0.4117647058823529	NA	MetaBat2_GTDB	sample_6
37	1739477	1739477.0	1.0	Otu48.0	1739477	1.0	1.0	1.0	1739477	1.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
38	1345899	3373.1804511278197	399.0	Otu106	1345899	399.0	1.0	1.0	1806877	954.0	0.7448758271869087	0.41823899371069184	NA	MetaBat2_GTDB	sample_6
39	2868507	3913.3792633015005	733.0	Otu3.0	2684908	674.0	0.9359949269776926	0.9195088676671214	3570563	1440.0	0.7519564841735042	0.46805555555555556	NA	MetaBat2_GTDB	sample_6
4	2562264	2562264.0	1.0	Otu9	2562264	1.0	1.0	1.0	2562264	1.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
40	1696037	4930.34011627907	344.0	Otu89	1592896	294.0	0.9391870578295167	0.8546511627906976	1832086	510.0	0.869443901650905	0.5764705882352941	NA	MetaBat2_GTDB	sample_6
41	3258886	6466.043650793651	504.0	Otu157.0	3243178	496.0	0.9951799479944987	0.9841269841269841	3506723	686.0	0.924845789074301	0.7230320699708455	NA	MetaBat2_GTDB	sample_6
42	4976255	2488127.5	2.0	Otu13.0	2613062	1.0	0.5251061290066525	0.5	2655406	2.0	0.98405366260376	0.5	NA	MetaBat2_GTDB	sample_6
43	4811418	11060.731034482758	435.0	Otu241.0	4695624	394.0	0.9759334981911777	0.9057471264367816	4854707	490.0	0.9672311840858779	0.8040816326530612	NA	MetaBat2_GTDB	sample_6
44	5681635	3940.107489597781	1442.0	Otu152	4846555	1232.0	0.8530211814028884	0.8543689320388349	6251683	2634.0	0.7752400433611237	0.4677296886864085	NA	MetaBat2_GTDB	sample_6
45	1184945	2082.504393673111	569.0	Otu172.0	525323	250.0	0.4433311250733156	0.43936731107205623	3782083	5724.0	0.13889779785372242	0.043675751222921035	NA	MetaBat2_GTDB	sample_6
46	3353073	53223.380952380954	63.0	Otu88.0	3353073	63.0	1.0	1.0	3392840	77.0	0.9882791407788165	0.8181818181818182	NA	MetaBat2_GTDB	sample_6
47	1868844	56631.63636363636	33.0	Otu160	1858378	29.0	0.9943997465813091	0.8787878787878788	1858378	29.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
48	1329063	2502.9435028248586	531.0	Otu180	1084624	424.0	0.8160817056828759	0.7984934086629002	2070526	1711.0	0.523839835867794	0.24780829924021042	NA	MetaBat2_GTDB	sample_6
49	1518518	189814.75	8.0	Otu47.0	1518518	8.0	1.0	1.0	1518518	8.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
5	4787799	21962.380733944956	218.0	Otu24.0	4786299	217.0	0.9996867036398145	0.9954128440366973	4821610	230.0	0.9926765126171548	0.9434782608695652	NA	MetaBat2_GTDB	sample_6
50	12185502	2750.6776523702033	4430.0	Otu220.0	4566285	1043.0	0.374730971280461	0.23544018058690744	5203868	1753.0	0.8774790213741009	0.5949800342270394	NA	MetaBat2_GTDB	sample_6
51	413763	2089.712121212121	198.0	Otu248.0	275366	127.0	0.6655162496404947	0.6414141414141414	3405555	5116.0	0.08085789247273939	0.024824081313526192	NA	MetaBat2_GTDB	sample_6
52	2098884	7313.184668989547	287.0	Otu137.0	1049821	68.0	0.5001805721516768	0.23693379790940766	4374670	428.0	0.2399771868506653	0.1588785046728972	NA	MetaBat2_GTDB	sample_6
53	1160202	12342.574468085106	94.0	Otu186.0	603635	1.0	0.520284398751252	0.010638297872340425	4927907	2.0	0.12249318016756404	0.5	NA	MetaBat2_GTDB	sample_6
54	5451318	16224.160714285714	336.0	Otu595.0	5339747	291.0	0.9795332064649319	0.8660714285714286	5509681	358.0	0.9691571980301582	0.8128491620111732	NA	MetaBat2_GTDB	sample_6
55	7341781	458861.3125	16.0	Otu37.0	7327424	7.0	0.9980444799429458	0.4375	7327424	7.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
56	2429295	242929.5	10.0	Otu211	2429295	10.0	1.0	1.0	2429295	10.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
57	4947024	3421.1784232365144	1446.0	Otu365.0	4869581	1419.0	0.9843455378425494	0.9813278008298755	6945149	3611.0	0.7011485282749154	0.39296593741345887	NA	MetaBat2_GTDB	sample_6
58	2609198	9557.501831501831	273.0	Otu302.0	2595389	266.0	0.9947075691457682	0.9743589743589743	3112919	395.0	0.8337476818381718	0.6734177215189874	NA	MetaBat2_GTDB	sample_6
59	3250357	295487.0	11.0	Otu93	3250357	11.0	1.0	1.0	3251120	12.0	0.999765311646448	0.9166666666666666	NA	MetaBat2_GTDB	sample_6
6	4145209	2072604.5	2.0	Otu2.0	4145209	2.0	1.0	1.0	4145209	2.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
60	3936772	26964.19178082192	146.0	Otu61.0	3923524	144.0	0.9966348063845201	0.9863013698630136	4045276	173.0	0.9699026716594863	0.8323699421965318	NA	MetaBat2_GTDB	sample_6
61	3523378	3523378.0	1.0	Otu12.0	3523378	1.0	1.0	1.0	3659588	3.0	0.9627799632089733	0.3333333333333333	NA	MetaBat2_GTDB	sample_6
62	36403439	3080.077756155343	11819.0	Otu238.0	3794296	848.0	0.10422905374407072	0.07174887892376682	4420903	1429.0	0.8582626671519371	0.5934219734079776	NA	MetaBat2_GTDB	sample_6
63	2137642	3224.1960784313724	663.0	Otu549	1970918	578.0	0.9220056492153503	0.8717948717948718	3388027	1732.0	0.5817303108859522	0.33371824480369516	NA	MetaBat2_GTDB	sample_6
64	1667154	1667154.0	1.0	Otu11	1667154	1.0	1.0	1.0	1667154	1.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
65	235406	2083.238938053097	113.0	Otu451	206849	101.0	0.8786904326992515	0.8938053097345132	1731214	2562.0	0.1194820513235221	0.03942232630757221	NA	MetaBat2_GTDB	sample_6
66	3464350	7647.571743929359	453.0	Otu82	3304485	406.0	0.9538542583745868	0.8962472406181016	4026554	656.0	0.82067321088951	0.6189024390243902	NA	MetaBat2_GTDB	sample_6
67	3899908	1949954.0	2.0	Otu26.0	3899908	2.0	1.0	1.0	3899908	2.0	1.0	1.0	NA	MetaBat2_GTDB	sample_6
68	238467	1806.5681818181818	132.0	Otu298	139683	78.0	0.585754003698625	0.5909090909090909	5732872	12452.0	0.02436527450813484	0.006264053967234179	NA	MetaBat2_GTDB	sample_6
69	5498955	41345.52631578947	133.0	Otu64.0	5496777	132.0	0.9996039247457017	0.9924812030075187	5651938	153.0	0.9725472926277677	0.8627450980392157	NA	MetaBat2_GTDB	sample_6
7	220150	2419.230769230769	91.0	Otu252	201660	82.0	0.9160118101294572	0.9010989010989011	1956975	2388.0	0.10304679415935308	0.03433835845896147	NA	MetaBat2_GTDB	sample_6
70	212824	70941.33333333333	3.0	Otu255	212824	3.0	1.0	1.0	5358683	5.0	0.0397157286594486	0.6	NA	MetaBat2_GTDB	sample_6
71	2310519	2810.8503649635036	822.0	Otu83	1872210	632.0	0.8102984654097196	0.7688564476885644	3159117	2051.0	0.5926371198027803	0.3081423695758167	NA	MetaBat2_GTDB	sample_6
8	417922	2595.7888198757764	161.0	Otu470	417922	161.0	1.0	1.0	1450067	1420.0	0.2882087517335406	0.11338028169014085	NA	MetaBat2_GTDB	sample_6
9	434964	1995.2477064220184	218.0	Otu435.1	427679	214.0	0.9832514874794236	0.981651376146789	2812886	4232.0	0.15204277741792593	0.05056710775047259	NA	MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		MetaBat2_GTDB	sample_6
